Question Text,Question Type,Option 1,Option 2,Option 3,Option 4,Option 5,Correct Answer,Time in seconds,Image Link
"Ủng hộ các phong trào dân tộc tiến bộ, kiên quyết đấu tranh chống lại những mưu đồ lợi dụng vấn đề dân tộc làm chiêu bài để can thiệp công việc nội bộ của các nước và chia rẽ dân tộc là lưu ý khi xem xét quyền",Multiple Choice,bình đẳng.,liên hiệp.,phân tách thành quốc gia độc lập.,tự quyết.,,4,30,
Lợi ích của công nhân ở dân tộc áp bức và dân tộc bị áp bức đều thống nhất là cơ sở khách quan của nguyên tắc nào dưới đây?,Multiple Choice,Các dân tộc có quyền tự do.,Liên hiệp công nhân tất cả các dân tộc.,Các dân tộc có quyền tự quyết.,Các dân tộc hoàn toàn bình đẳng.,,2,30,
Để thực hiện được quyền bình đẳng và quyền tự quyết một cách đúng đắn thì các dân tộc phải thực hiện nguyên tắc,Multiple Choice,tôn trọng lẫn nhau trong việc giải quyết các vấn đề chính trị.,không can thiệp vào nội bộ của nhau.,đứng vững trên lập trường của giai cấp công nhân.,thành lập chính đảng vô sản và quốc gia dân tộc.,,3,30,
Nội dung nào dưới đây trong Cương lĩnh dân tộc của chủ nghĩa Mác - Lênin không chỉ là lời kêu gọi mà còn là giải pháp hữu hiệu đảm bảo việc thực hiện quyền bình đẳng và quyền tự quyết dân tộc?,Multiple Choice,Các dân tộc tách ra thành quốc gia độc lập.,Các dân tộc liên hiệp lại với nhau.,Liên hiệp công nhân tất cả các dân tộc.,Các dân tộc hoàn toàn bình đẳng.,,3,30,
Nội dung nào sau đây đóng vai trò liên kết các nội dung còn lại trong Cương lĩnh dân tộc của chủ nghĩa Mác — Lênỉn thành một chỉnh thể?,Multiple Choice,Các dân tộc có quyền tự do.,Các dân tộc có quyền tự quyết.,Liên hiệp công nhân tất cả các dân tộc.,Các dân tộc hoàn toàn bình đẳng.,,3,30,
"Con đường giải phóng dân tộc của Hồ Chí Minh khác với các phong trào yêu nước ở Việt Nam cuối thế kỉ XIX, đầu thế kỉ XX có nội dung căn bản nào sau đây?",Multiple Choice,Gắn con đường giải phóng dân tộc với duy trì chế độ phong kiến.,Gắn con đường giải phóng dân tộc với cách mạng vô sản thế giới.,Gắn giải phóng dân tộc với liên minh các nước láng giềng.,Gắn con đường giải phóng dân tộc với cách mạng dân chủ tư sản.,,2,30,
"Theo quan điểm của Chủ tịch Hồ Chí Minh, con đường để giành độc lập, tự do, chủ quyền quốc gia là",Multiple Choice,cách mạng tư sản.,cách mạng vô sản.,vận động cải cách.,nâng cao dân trí.,,2,30,
"Chủ tịch Hồ Chí Minh khẳng định mục tiêu cao nhất của cách mạng dân tộc dân chủ ở Việt Nam là giành độc lập dân tộc, chủ quyền quốc gia. Khẳng định này xuất phát từ cơ sở nào dưới đây?",Multiple Choice,Độc lập tự do là nội dung cốt lõi của vấn đề dân tộc thuộc địa.,"Có độc lập mới có chủ quyền lãnh thổ, nhân dân mới có tự do.",Cách mạng Việt Nam cần có sự ủng hộ của dân tộc quốc tế.,"Đó là tất cả những gì Chủ tịch Hồ Chí Minh mong muốn cho Tổ quốc, cho đồng bào.",,1,30,
"Theo Chủ tịch Hồ Chí Minh, mục tiêu cao nhất trong cách mạng dân tộc dân chủ ở Việt Nam là",Multiple Choice,giành độc lập dân tộc.,xoá bỏ chế độ phong kiến.,giành ruộng đất cho nông dân.,"xoá bỏ chế độ phong kiến, giải phóng người lao động.",,1,30,
"Điền từ ngữ thích hợp vào chỗ trống trong câu nói sau của Chủ tịch Hồ Chí Minh: “……. cho đồng bào tôi, ……. cho Tổ quốc tôi, đấy là tất cả những điều tôi muốn; đấy là tất cả những điều tôi hiểu”.",Multiple Choice,"Độc lập, tự do.","Tự do, độc lập.","Hạnh phúc, độc lập.","Hạnh phúc, tự do.",,1,30,
"Tháng 5/1946, trước khi sang Pháp, Chủ tịch Hồ Chí Minh đã dặn cụ Huỳnh Thúc Kháng “Dĩ bất biến, ứng vạn biến” - lấy điều không đổi ứng phó với vạn điều thay đổi để thực hiện điều không đổi. Điều không đổi được mà Chủ tịch Hồ Chí Minh nói đến ở đây là",Multiple Choice,"độc lập dân tộc, duy trì chế độ phong kiến.",độc lập dân tộc và chủ nghĩa xã hội.,giữ mối liên hệ giữa dân tộc Việt Nam với dân tộc thế giới.,tinh thần khoan dung và đoàn kết các dân tộc anh em.,,2,30,
"Theo Chủ tịch Hồ Chí Minh, con đường duy nhất để dân tộc Việt Nam giành được độc lập, nhân dân Việt Nam được tự do là",Multiple Choice,cách mạng giải phóng dân tộc.,cách mạng vô sản.,lật đổ giai cấp phong kiến.,thực hiện đấu tranh giai cấp.,,1,30,
"Theo tư tưởng Hồ Chí Minh, điều kiện tiên quyết để tiến lên chủ nghĩa xã hội ở Việt Nam là",Multiple Choice,giai cấp công nhân Việt Nam được giải phóng khỏi giai cấp tư sản Việt Nam.,dân tộc Việt Nam được độc lập.,giai cấp nông dân Việt Nam được giải phóng khỏi chế độ phong kiến.,dân tộc Việt Nam nhận được sự ủng hộ của các quốc gia dân tộc trên thế giới.,,2,30,
"Theo quan điểm của Chủ tịch Hồ Chí Minh, sự gắn bó giữa độc lập dân tộc và chủ nghĩa xã hội thống nhất với nhau ở mục đích nào dưới đây?",Multiple Choice,Phát triển kinh tế đất nước.,"Giải phóng con người khỏi áp bức, bất công.","Mở rộng giao lưu kinh tế, văn hóa, xã hội.","Các dân tộc có điều kiện phát triển bình đẳng, tiến bộ.",,2,30,
"Theo tư tưởng Hồ Chí Minh, những người ở dân tộc lớn dễ mắc bệnh",Multiple Choice,quan liêu.,kiêu ngạo.,chủ quan.,hẹp hòi.,,2,30,
"Theo tư tưởng Hồ Chí Minh, những cán bộ địa phương, nhân dân địa phương thường không cố gắng, cái gì cũng cho mình là không làm được, bởi",Multiple Choice,tự đại dân tộc.,tư tưởng dân tộc hẹp hòi.,tự ti rằng mình là dân tộc nhỏ bé.,tư tưởng dựa dẫm.,,3,30,
Dân tộc Việt Nam thuộc loại hình dân tộc,Multiple Choice,phong kiến.,tiền phong kiến.,tiền tư bản.,tư bản.,,3,30,
Nội dung nào sau đây không phải là điều kiện đưa đến sự hình thành dân tộc Việt Nam?,Multiple Choice,Sự tác động của chế độ sở hữu công cộng về ruộng đất và công xã nông thôn.,"Yêu cầu của cuộc đấu tranh chống thiên tai, phát triển nông nghiệp lúa nước.",Yêu cầu của cuộc đấu tranh chống ngoại xâm.,Nhu cầu trao đổi hàng hóa giữa các vùng miền hình thành thị trường dân tộc.,,4,30,
"Theo Tổng điều tra dân số và nhà ở năm 2019 được tiến hành vào thời điểm 0 giờ ngày 01/4/2019 theo Quyết định số 772/QĐ-TTg ngày 26/6/2018 của Thủ tướng Chính phủ, các dân tộc thiểu số chiếm khoảng bao nhiêu phần trăm dân số Việt Nam?",Multiple Choice,18%.,"15,5%.","12,3 %.","14,7 %.",,4,30,
"Theo Tổng điều tra dân số và nhà ở năm 2019 được tiến hành vào thời điểm 0 giờ ngày 01/4/2019 theo Quyết định số 772/QĐ-TTg ngày 26/6/2018 của Thủ tướng Chính phủ, dân tộc Kinh chiếm khoảng bao nhiêu phần trăm dân số Việt Nam?",Multiple Choice,80 %,"81,3%","82,6 %","85,3 %",,4,30,
Nội dung nào dưới đây không phản ánh đúng đặc điểm của các dân tộc ở nước ta?,Multiple Choice,Các dân tộc có tinh thần đoàn kết và ý thức cộng đồng sâu sắc.,Các dân tộc có truyền thống yêu nước và tự hào dân tộc.,Mỗi dân tộc đều có bản sắc văn hóa riêng.,Mỗi dân tộc đều có tiếng nói và chữ viết riêng.,,4,30,
"Đặc điểm nào dưới đây của dân tộc Việt Nam vừa tạo cơ sở cho sự đoàn kết, thống nhất hữu cơ giữa các dân tộc, vừa tiềm ẩn nguy cơ của những mâu thuẫn, thậm chí sự kì thị hoặc xung đột trong quan hệ dân tộc?",Multiple Choice,Các dân tộc Việt Nam có trình độ phát triển khác nhau.,Các dân tộc Việt Nam có tinh thần yêu nước.,Các dân tộc Việt Nam có ý thức cộng đồng cao.,Các dân tộc Việt Nam có địa bàn cư trú đan xen.,,1,30,
Các bản sắc văn hóa đa dạng của các dân tộc thống nhất với nhau ở nội dung cốt lõi nào dưới đây?,Multiple Choice,Lòng yêu chuộng hoà bình.,Tinh thần quốc tế.,Lòng yêu nước.,Tinh thần vượt khó.,,3,30,
"Đối với quốc gia dân tộc Việt Nam, nội dung nào dưới đây được xem là sợi chỉ đỏ xuyên suốt đường lối chính trị của Đảng ta?",Multiple Choice,Độc lập dân tộc.,Chủ nghĩa xã hội.,Thực hiện quyền bình đẳng và quyền tự quyết của dân tộc Việt Nam.,Thực hiện đoàn kết và bình đẳng giữa các dân tộc trong cộng đồng các dân tộc Việt Nam.,,4,30,
"Đối với cộng đồng các dân tộc ở Việt Nam, tư tưởng nhất quán của Đảng là",Multiple Choice,"Tập trung đẩy nhanh sự phát triển của dân tộc đa số, sau đó hỗ trợ phát triển cho các dân tộc thiểu số.",Ưu tiên và tạo điều kiện cho những dân tộc đa số phát triển.,"Bảo đảm sự bình đẳng, đoàn kết và giúp đỡ nhau giữa các dân tộc, nhất là các dân tộc thiểu số.","Giảm mức đầu tư cho dân tộc đa số, tập trung đẩy nhanh sự phát triển của dân tộc thiểu số.",,3,30,
Điều từ ngữ thích họp vào chỗ trống: Văn kiện Đại hội đại biểu toàn quốc lần thứ XI của Đảng Cộng sản Việt Nam đã khẳng định: “Độc lập dân tộc là điều kiện 	….. để thực hiện chủ nghĩa xã hội và chủ nghĩa xã hội là …… bảo đảm vững chắc cho độc lập dân tộc”.,Multiple Choice,"quyết định, cơ sở.","tiên quyết, cơ sở.","căn bản, nền tảng.","tiên quyết, căn bản.",,2,30,
Một trong những mục tiêu được Đảng ta xác định trong những năm đầu đưa miền Bắc quá độ lên chủ nghĩa xã hội là làm cho,Multiple Choice,"miền núi và miền xuôi cùng phát triển, cùng đi lên chủ nghĩa xã hội.","miền núi tiến kịp miền xuôi, cùng nhau tiến lên chủ nghĩa xã hội.",số lượng cán bộ địa phương tăng lên ngang bằng với cán bộ miền xuôi.,các dân tộc thiểu số nhận thức đúng về con đường đi lên chủ nghĩa xã hội.,,2,30,
Đảng Cộng sản Việt Nam xác định rõ “Vấn đề dân tộc và đoàn kết các dân tộc luôn luôn có vị trí chiến lược trong sự nghiệp cách mạng” tại Đại hội nào dưới đây?,Multiple Choice,Đại hội X.,Đại hội IX.,Đại hội XI,Đại hội XII.,,1,30,
"Quan điểm, chính sách của Đảng, Nhà nước ta đối với vấn đề dân tộc trong giai đoạn hiện nay được khẳng định chủ yếu tại",Multiple Choice,Nghị quyết số 23-NQ/TW ngày 12/3/2003.,Nghị quyết số 24-NQ/TW ngày 12/3/2003.,Nghị quyết số 23-NQ/TW ngày 12/3/2004.,Nghị quyết số 24-NQ/TW ngày 12/3/2004.,,2,30,
“Đề án tổng thể phát triển kinh tế - xã hội vùng đồng bào dân tộc thiểu số và miền núi giai đoạn 2021 - 2030” của Chính phủ được Nghị quyết số 88/2019/QH 14 phê duyệt vào năm,Multiple Choice,2017.,2019.,2018.,2020.,,2,30,
"Nguyên tắc cơ bản nào dưới đây được Đảng và Nhà nước ta thực hiện nhất quán trong các chủ trương, chính sách về dân tộc?",Multiple Choice,"Đoàn kết, tập trung cho phát triển đồng bào thiếu số","Bình đẳng, đoàn kết, tôn trọng giúp nhau cùng phát triển.","Đoàn kết, tập trung cho phát triển đồng bào đa số.","Bình đẳng, đoàn kết, xây dựng đất nước theo con đường chủ nghĩa xã hội.",,2,30,
Chính sách dân tộc của Đảng ta phải chú trọng nhất đến lĩnh vực nào dưới đây để thực hiện bình đẳng và đoàn kết giữa các dân tộc?,Multiple Choice,Kinh tế.,Chính trị.,Văn hóa - xã hội.,Giáo dục.,,1,30,
"Nâng cao nhận thức của đồng bào các dân tộc thiểu số về tầm quan trọng của vấn đề dân tộc, đoàn kết các dân tộc là nội dung thực hiện chính sách dân tộc của Đảng ta trong lĩnh vực",Multiple Choice,chính trị.,kinh tế.,văn hóa - xã hội.,giáo dục.,,1,30,
"Đổi mới cơ cấu kinh tế, thực hiện định canh, định cư, giao đất, giao rừng, phát triển kinh tế trang trại, chuyển giao công nghệ, trao đổi kinh nghiệm và bồi dưỡng nghiệp vụ quản lí là nội dung của chính sách dân tộc trong lĩnh vực",Multiple Choice,chính trị.,kinh tế.,ngoại giao.,"quốc phòng, an ninh.",,2,30,
